descBairro,month_year,qtde_boletins,horaFato,tipo
AHU,2020-02,7,76,Estelionato
CIDADE INDUSTRIAL,2020-02,62,839,Tráfico de drogas
SEMINARIO,2020-02,25,317,Furto/Roubo
ABRANCHES,2020-02,1,21,Tráfico de drogas
ATUBA,2020-02,21,281,Furto/Roubo
ABRANCHES,2020-02,9,139,Furto/Roubo
GUAIRA,2020-02,6,107,Tráfico de drogas
ABRANCHES,2020-02,7,81,Estelionato
ORLEANS,2020-02,3,31,Violência Doméstica
ATUBA,2020-02,3,41,Tráfico de drogas
PILARZINHO,2020-02,9,117,Estelionato
FANNY,2020-02,5,59,Estelionato
SANTO INACIO,2020-02,1,14,Tráfico de drogas
FANNY,2020-02,38,397,Furto/Roubo
FAZENDINHA,2020-02,38,398,Violência Doméstica
HAUER,2020-02,109,1427,Furto/Roubo
AUGUSTA,2020-02,1,21,Furto/Roubo
ORLEANS,2020-02,3,41,Estelionato
SANTA FELICIDADE,2020-02,18,265,Violência Doméstica
BACACHERI,2020-02,14,175,Violência Doméstica
SEMINARIO,2020-02,3,43,Estelionato
CABRAL,2020-02,9,138,Violência Doméstica
CAMPO DE SANTANA,2020-02,4,57,Tráfico de drogas
CRISTO REI,2020-02,6,104,Violência Doméstica
REBOUCAS,2020-02,2,15,Tráfico de drogas
TINGUI,2020-02,18,233,Furto/Roubo
ALTO BOQUEIRAO,2020-02,39,456,Violência Doméstica
CAPAO RASO,2020-02,87,988,Furto/Roubo
NAO LOCALIZADO,2020-02,652,4997,Furto/Roubo
SAO BRAZ,2020-02,11,134,Estelionato
CRISTO REI,2020-02,11,112,Estelionato
SAO FRANCISCO,2020-02,97,1112,Furto/Roubo
TATUQUARA,2020-02,17,208,Estelionato
CAMPO COMPRIDO,2020-02,18,205,Violência Doméstica
VISTA ALEGRE,2020-02,7,83,Furto/Roubo
LINDOIA,2020-02,3,29,Estelionato
LINDOIA,2020-02,1,18,Tráfico de drogas
VILA IZABEL,2020-02,3,47,Violência Doméstica
UBERABA,2020-02,17,141,Estelionato
FAZENDINHA,2020-02,3,56,Tráfico de drogas
CAPAO RASO,2020-02,5,82,Tráfico de drogas
UBERABA,2020-03,12,165,Estelionato
NOVO MUNDO,2020-03,20,318,Violência Doméstica
CENTRO,2020-03,39,480,Violência Doméstica
SAO BRAZ,2020-03,6,72,Estelionato
GUABIROTUBA,2020-03,7,112,Violência Doméstica
CAJURU,2020-03,14,149,Estelionato
AHU,2020-03,17,229,Furto/Roubo
SAO MIGUEL,2020-03,9,79,Furto/Roubo
SANTA QUITERIA,2020-03,15,175,Furto/Roubo
SANTA CANDIDA,2020-03,14,165,Estelionato
ALTO BOQUEIRAO,2020-03,14,212,Estelionato
CABRAL,2020-03,3,50,Estelionato
SANTO INACIO,2020-03,2,18,Estelionato
CAJURU,2020-03,27,416,Tráfico de drogas
BUTIATUVINHA,2020-03,2,18,Estelionato
CENTRO CIVICO,2020-03,1,1,Tráfico de drogas
MOSSUNGUE,2020-03,11,208,Violência Doméstica
FANNY,2020-03,2,37,Tráfico de drogas
SAO FRANCISCO,2020-03,3,24,Estelionato
CAMPO DE SANTANA,2020-03,7,111,Tráfico de drogas
JARDIM SOCIAL,2020-03,1,20,Violência Doméstica
CAPAO DA IMBUIA,2020-03,14,142,Estelionato
SANTO INACIO,2020-03,5,67,Furto/Roubo
CRISTO REI,2020-03,6,38,Violência Doméstica
SEMINARIO,2020-03,6,53,Estelionato
FAZENDINHA,2020-03,24,353,Violência Doméstica
SAO FRANCISCO,2020-03,35,438,Furto/Roubo
FAZENDINHA,2020-03,1,17,Tráfico de drogas
TATUQUARA,2020-03,19,260,Estelionato
CAPAO RASO,2020-03,5,80,Tráfico de drogas
BATEL,2020-03,1,0,Tráfico de drogas
ABRANCHES,2020-03,1,10,Estelionato
ORLEANS,2020-03,1,9,Violência Doméstica
TINGUI,2020-03,7,102,Violência Doméstica
ATUBA,2020-03,6,67,Estelionato
PINHEIRINHO,2020-03,40,593,Violência Doméstica
BOQUEIRAO,2020-03,5,72,Tráfico de drogas
SANTA CANDIDA,2020-03,44,561,Furto/Roubo
FANNY,2020-03,5,75,Violência Doméstica
BIGORRILHO,2020-03,1,0,Tráfico de drogas
TARUMA,2020-03,6,69,Estelionato
CAMPO DE SANTANA,2020-03,1,9,Estelionato
TABOAO,2020-03,3,47,Estelionato
CAPAO DA IMBUIA,2020-03,2,38,Tráfico de drogas
REBOUCAS,2020-03,11,115,Estelionato
JUVEVE,2020-03,1,14,Violência Doméstica
SAO BRAZ,2020-03,32,488,Furto/Roubo
VISTA ALEGRE,2020-03,10,125,Violência Doméstica
VISTA ALEGRE,2020-03,3,32,Estelionato
SANTA FELICIDADE,2020-03,18,193,Estelionato
SITIO CERCADO,2020-03,39,402,Estelionato
XAXIM,2020-03,19,195,Estelionato
PAROLIN,2020-03,4,17,Violência Doméstica
GUAIRA,2020-03,3,48,Estelionato
JARDIM DAS AMERICAS,2020-03,11,148,Violência Doméstica
CENTRO,2020-03,63,917,Tráfico de drogas
SITIO CERCADO,2020-03,230,2787,Furto/Roubo
SEMINARIO,2020-03,13,141,Furto/Roubo
ALTO DA RUA XV,2020-03,2,20,Estelionato
AGUA VERDE,2020-03,156,1772,Furto/Roubo
GANCHINHO,2020-03,20,255,Violência Doméstica
BUTIATUVINHA,2020-03,1,16,Tráfico de drogas
PILARZINHO,2020-03,29,327,Violência Doméstica
GUAIRA,2020-03,14,183,Violência Doméstica
MERCES,2020-03,5,46,Violência Doméstica
AUGUSTA,2020-03,1,19,Estelionato
PRADO VELHO,2020-03,1,9,Estelionato
BOA VISTA,2020-03,3,47,Tráfico de drogas
SAO LOURENCO,2020-03,16,204,Furto/Roubo
CENTRO CIVICO,2020-03,8,87,Violência Doméstica
CACHOEIRA,2020-03,6,81,Estelionato
UMBARA,2020-03,5,44,Estelionato
PRADO VELHO,2020-03,34,441,Furto/Roubo
PORTAO,2020-03,24,377,Violência Doméstica
SAO JOAO,2020-03,2,24,Estelionato
SANTA QUITERIA,2020-03,6,76,Estelionato
TINGUI,2020-03,5,46,Estelionato
CIDADE INDUSTRIAL,2020-03,55,779,Tráfico de drogas
ABRANCHES,2020-03,23,196,Furto/Roubo
SAO LOURENCO,2020-03,3,34,Estelionato
TABOAO,2020-03,5,50,Furto/Roubo
HAUER,2020-03,11,152,Violência Doméstica
TARUMA,2020-03,25,346,Furto/Roubo
CIDADE INDUSTRIAL,2020-03,173,2248,Violência Doméstica
HAUER,2020-03,7,71,Estelionato
VILA IZABEL,2020-03,7,80,Estelionato
REBOUCAS,2020-03,142,1795,Furto/Roubo
LINDOIA,2020-03,6,112,Violência Doméstica
JARDIM BOTANICO,2020-03,1,15,Estelionato
ALTO DA GLORIA,2020-03,3,35,Estelionato
GANCHINHO,2020-03,2,29,Tráfico de drogas
HUGO LANGE,2020-03,1,0,Estelionato
SANTA FELICIDADE,2020-03,52,712,Furto/Roubo
SAO JOAO,2020-03,3,41,Furto/Roubo
TATUQUARA,2020-03,39,444,Tráfico de drogas
SANTA CANDIDA,2020-03,26,418,Violência Doméstica
CABRAL,2020-03,39,457,Furto/Roubo
UBERABA,2020-03,47,632,Violência Doméstica
CAMPO COMPRIDO,2020-03,33,396,Furto/Roubo
SANTA CANDIDA,2020-03,9,115,Tráfico de drogas
CAMPO COMPRIDO,2020-03,21,349,Violência Doméstica
LINDOIA,2020-03,2,29,Tráfico de drogas
MERCES,2020-03,4,49,Estelionato
JARDIM SOCIAL,2020-03,7,90,Furto/Roubo
ALTO BOQUEIRAO,2020-03,7,123,Tráfico de drogas
PILARZINHO,2020-03,10,117,Estelionato
AUGUSTA,2020-03,5,55,Furto/Roubo
CAMPINA DO SIQUEIRA,2020-03,27,381,Furto/Roubo
MERCES,2020-03,1,13,Tráfico de drogas
TINGUI,2020-03,16,195,Furto/Roubo
REBOUCAS,2020-03,4,72,Tráfico de drogas
BACACHERI,2020-03,4,81,Violência Doméstica
FANNY,2020-03,2,21,Estelionato
VILA IZABEL,2020-03,1,19,Violência Doméstica
CAJURU,2020-03,169,1944,Furto/Roubo
SAO BRAZ,2020-03,30,376,Violência Doméstica
CAMPINA DO SIQUEIRA,2020-03,9,157,Violência Doméstica
CENTRO,2020-03,76,754,Estelionato
BACACHERI,2020-03,57,804,Furto/Roubo
BAIRRO ALTO,2020-03,41,628,Violência Doméstica
ATUBA,2020-03,29,358,Violência Doméstica
MOSSUNGUE,2020-03,6,72,Estelionato
JARDIM DAS AMERICAS,2020-03,43,523,Furto/Roubo
BACACHERI,2020-03,14,125,Estelionato
CAPAO RASO,2020-03,94,1213,Furto/Roubo
CAPAO DA IMBUIA,2020-03,13,146,Violência Doméstica
HAUER,2020-03,137,1668,Furto/Roubo
ALTO BOQUEIRAO,2020-03,20,243,Violência Doméstica
PILARZINHO,2020-03,29,329,Furto/Roubo
ALTO DA XV,2020-03,4,68,Furto/Roubo
JARDIM DAS AMERICAS,2020-03,1,17,Tráfico de drogas
BATEL,2020-03,14,155,Estelionato
SAO JOAO,2020-03,1,16,Violência Doméstica
REBOUCAS,2020-03,8,108,Violência Doméstica
CAMPINA DO SIQUEIRA,2020-03,1,10,Estelionato
CAPAO DA IMBUIA,2020-03,37,457,Furto/Roubo
SANTA QUITERIA,2020-03,1,23,Tráfico de drogas
ALTO DA GLORIA,2020-03,3,57,Violência Doméstica
HUGO LANGE,2020-03,7,63,Furto/Roubo
CAMPO DE SANTANA,2020-03,31,422,Violência Doméstica
CASCATINHA,2020-03,2,22,Estelionato
BAIRRO ALTO,2020-03,4,62,Tráfico de drogas
VILA IZABEL,2020-03,32,423,Furto/Roubo
SANTA FELICIDADE,2020-03,6,89,Tráfico de drogas
PAROLIN,2020-03,44,496,Furto/Roubo
ATUBA,2020-03,23,370,Furto/Roubo
SAO FRANCISCO,2020-03,4,89,Violência Doméstica
CAMPO DE SANTANA,2020-03,70,820,Furto/Roubo
XAXIM,2020-03,26,380,Violência Doméstica
BARREIRINHA,2020-03,4,36,Estelionato
UMBARA,2020-03,47,525,Furto/Roubo
ATUBA,2020-03,5,66,Tráfico de drogas
BOM RETIRO,2020-03,12,172,Furto/Roubo
MERCES,2020-03,36,514,Furto/Roubo
PAROLIN,2020-03,5,70,Estelionato
BACACHERI,2020-03,2,45,Tráfico de drogas
NOVO MUNDO,2020-03,8,133,Tráfico de drogas
SANTA QUITERIA,2020-03,9,119,Violência Doméstica
PILARZINHO,2020-03,4,47,Tráfico de drogas
FAZENDINHA,2020-03,6,58,Estelionato
BOA VISTA,2020-03,57,780,Furto/Roubo
UBERABA,2020-03,128,1695,Furto/Roubo
CABRAL,2020-03,1,11,Violência Doméstica
SANTA FELICIDADE,2020-03,22,330,Violência Doméstica
UMBARA,2020-03,11,202,Violência Doméstica
MOSSUNGUE,2020-03,25,323,Furto/Roubo
BOQUEIRAO,2020-03,47,579,Violência Doméstica
NAO LOCALIZADO,2020-03,308,2604,Furto/Roubo
BATEL,2020-03,72,837,Furto/Roubo
BAIRRO ALTO,2020-03,18,198,Estelionato
CAMPO COMPRIDO,2020-03,8,72,Estelionato
BIGORRILHO,2020-03,66,897,Furto/Roubo
PAROLIN,2020-03,9,155,Tráfico de drogas
BUTIATUVINHA,2020-03,2,24,Violência Doméstica
BOA VISTA,2020-03,18,278,Violência Doméstica
BARREIRINHA,2020-03,34,429,Furto/Roubo
CACHOEIRA,2020-03,12,149,Violência Doméstica
LINDOIA,2020-03,23,327,Furto/Roubo
ORLEANS,2020-03,12,157,Furto/Roubo
TARUMA,2020-03,9,114,Violência Doméstica
CACHOEIRA,2020-03,4,60,Furto/Roubo
PRADO VELHO,2020-03,5,50,Tráfico de drogas
BARREIRINHA,2020-03,20,186,Violência Doméstica
CAJURU,2020-03,65,841,Violência Doméstica
JUVEVE,2020-03,29,335,Furto/Roubo
NOVO MUNDO,2020-03,17,185,Estelionato
BOQUEIRAO,2020-03,24,250,Estelionato
BAIRRO ALTO,2020-03,52,758,Furto/Roubo
CAPAO RASO,2020-03,15,168,Estelionato
LINDOIA,2020-03,4,50,Estelionato
BATEL,2020-03,5,90,Violência Doméstica
JARDIM DAS AMERICAS,2020-03,9,113,Estelionato
SANTO INACIO,2020-03,3,24,Violência Doméstica
BOM RETIRO,2020-03,3,41,Estelionato
PORTAO,2020-03,7,121,Tráfico de drogas
ALTO DA RUA XV,2020-03,1,21,Tráfico de drogas
BUTIATUVINHA,2020-03,15,182,Furto/Roubo
LAMENHA PEQUENA,2020-03,1,20,Furto/Roubo
NOVO MUNDO,2020-03,87,1137,Furto/Roubo
BIGORRILHO,2020-03,4,37,Violência Doméstica
BOQUEIRAO,2020-03,185,2361,Furto/Roubo
PINHEIRINHO,2020-03,12,168,Tráfico de drogas
GANCHINHO,2020-03,2,24,Estelionato
CRISTO REI,2020-03,3,34,Estelionato
JARDIM BOTANICO,2020-03,60,810,Furto/Roubo
AHU,2020-03,5,43,Estelionato
AGUA VERDE,2020-03,7,101,Violência Doméstica
SAO BRAZ,2020-03,3,45,Tráfico de drogas
BARREIRINHA,2020-03,1,23,Tráfico de drogas
JARDIM SOCIAL,2020-03,4,41,Estelionato
SITIO CERCADO,2020-03,25,379,Tráfico de drogas
HAUER,2020-03,2,34,Tráfico de drogas
PINHEIRINHO,2020-03,143,1914,Furto/Roubo
CAXIMBA,2020-03,6,76,Furto/Roubo
PRADO VELHO,2020-03,5,86,Violência Doméstica
BIGORRILHO,2020-03,9,134,Estelionato
CAPAO RASO,2020-03,18,309,Violência Doméstica
CIDADE INDUSTRIAL,2020-03,35,387,Estelionato
JUVEVE,2020-03,6,68,Estelionato
AGUA VERDE,2020-03,20,267,Estelionato
XAXIM,2020-03,90,1100,Furto/Roubo
CENTRO CIVICO,2020-03,47,675,Furto/Roubo
GUAIRA,2020-03,51,636,Furto/Roubo
CIC,2020-03,1,15,Furto/Roubo
AGUA VERDE,2020-03,2,37,Tráfico de drogas
GUAIRA,2020-03,12,144,Tráfico de drogas
GUABIROTUBA,2020-03,5,47,Estelionato
ABRANCHES,2020-03,21,336,Violência Doméstica
SAO FRANCISCO,2020-03,7,99,Tráfico de drogas
FAZENDINHA,2020-03,47,682,Furto/Roubo
CIDADE INDUSTRIAL,2020-03,294,3519,Furto/Roubo
UBERABA,2020-03,15,148,Tráfico de drogas
CENTRO,2020-03,584,6773,Furto/Roubo
XAXIM,2020-03,7,114,Tráfico de drogas
TINGUI,2020-03,1,0,Tráfico de drogas
GUABIROTUBA,2020-03,43,516,Furto/Roubo
ALTO BOQUEIRAO,2020-03,62,766,Furto/Roubo
SITIO CERCADO,2020-03,156,2042,Violência Doméstica
PORTAO,2020-03,174,2170,Furto/Roubo
CENTRO CIVICO,2020-03,3,44,Estelionato
ALTO DA RUA XV,2020-03,42,526,Furto/Roubo
ALTO DA GLORIA,2020-03,33,313,Furto/Roubo
CASCATINHA,2020-03,2,19,Furto/Roubo
BOA VISTA,2020-03,5,47,Estelionato
JARDIM BOTANICO,2020-03,1,9,Tráfico de drogas
PINHEIRINHO,2020-03,17,198,Estelionato
PORTAO,2020-03,21,281,Estelionato
AHU,2020-03,5,68,Violência Doméstica
SEMINARIO,2020-03,3,58,Violência Doméstica
CAXIMBA,2020-03,7,88,Violência Doméstica
VISTA ALEGRE,2020-03,7,69,Furto/Roubo
TATUQUARA,2020-03,51,764,Violência Doméstica
FANNY,2020-03,51,561,Furto/Roubo
GANCHINHO,2020-03,25,233,Furto/Roubo
TATUQUARA,2020-03,119,1258,Furto/Roubo
CRISTO REI,2020-03,78,958,Furto/Roubo
UMBARA,2020-03,4,41,Tráfico de drogas
ALTO BOQUEIRAO,2020-04,6,63,Estelionato
CIC,2020-04,7,91,Furto/Roubo
FAZENDINHA,2020-04,60,643,Furto/Roubo
BIGORRILHO,2020-04,6,108,Violência Doméstica
JUVEVE,2020-04,47,553,Furto/Roubo
NOVO MUNDO,2020-04,18,185,Estelionato
BOM RETIRO,2020-04,4,46,Estelionato
CABRAL,2020-04,3,39,Estelionato
CENTRO,2020-04,53,675,Tráfico de drogas
BUTIATUVINHA,2020-04,10,121,Furto/Roubo
UMBARA,2020-04,5,63,Tráfico de drogas
BATEL,2020-04,5,102,Violência Doméstica
MERCES,2020-04,5,100,Violência Doméstica
PILARZINHO,2020-04,15,182,Violência Doméstica
GUAIRA,2020-04,19,223,Violência Doméstica
SANTO INACIO,2020-04,2,22,Violência Doméstica
ALTO DA RUA XV,2020-04,2,21,Estelionato
SAO FRANCISCO,2020-04,2,27,Estelionato
SITIO CERCADO,2020-04,20,260,Tráfico de drogas
PORTAO,2020-04,5,79,Tráfico de drogas
SAO LOURENCO,2020-04,9,118,Furto/Roubo
CABRAL,2020-04,40,539,Furto/Roubo
TINGUI,2020-04,4,42,Estelionato
ALTO DA RUA XV,2020-04,1,0,Tráfico de drogas
CACHOEIRA,2020-04,2,12,Estelionato
JUVEVE,2020-04,5,73,Estelionato
BOQUEIRAO,2020-04,142,1775,Furto/Roubo
BOA VISTA,2020-04,20,336,Violência Doméstica
PINHEIRINHO,2020-04,7,113,Tráfico de drogas
UBERABA,2020-04,90,1204,Furto/Roubo
TINGUI,2020-04,2,22,Tráfico de drogas
UMBARA,2020-04,14,248,Violência Doméstica
GANCHINHO,2020-04,20,339,Violência Doméstica
SAO BRAZ,2020-04,2,27,Estelionato
FANNY,2020-04,21,216,Furto/Roubo
MOSSUNGUE,2020-04,24,307,Furto/Roubo
BOQUEIRAO,2020-04,38,535,Violência Doméstica
SANTA FELICIDADE,2020-04,40,439,Furto/Roubo
MOSSUNGUE,2020-04,8,151,Violência Doméstica
CRISTO REI,2020-04,88,972,Furto/Roubo
SANTO INACIO,2020-04,2,19,Estelionato
BIGORRILHO,2020-04,48,639,Furto/Roubo
SITIO CERCADO,2020-04,121,1580,Violência Doméstica
CAMPO COMPRIDO,2020-04,7,99,Estelionato
PAROLIN,2020-04,15,224,Tráfico de drogas
TATUQUARA,2020-04,36,385,Tráfico de drogas
VILA IZABEL,2020-04,1,16,Estelionato
SAO MIGUEL,2020-04,2,20,Furto/Roubo
BUTIATUVINHA,2020-04,11,178,Violência Doméstica
BAIRRO ALTO,2020-04,7,91,Estelionato
BOA VISTA,2020-04,43,552,Furto/Roubo
UMBARA,2020-04,4,54,Estelionato
FAZENDINHA,2020-04,6,67,Estelionato
UBERABA,2020-04,16,189,Estelionato
LINDOIA,2020-04,12,122,Furto/Roubo
SANTA CANDIDA,2020-04,13,147,Estelionato
SANTA QUITERIA,2020-04,25,332,Furto/Roubo
ORLEANS,2020-04,2,29,Estelionato
CIDADE INDUSTRIAL,2020-04,220,2795,Furto/Roubo
TABOAO,2020-04,4,52,Violência Doméstica
GUABIROTUBA,2020-04,7,57,Violência Doméstica
CAJURU,2020-04,31,351,Tráfico de drogas
BOM RETIRO,2020-04,20,256,Furto/Roubo
NOVO MUNDO,2020-04,37,500,Violência Doméstica
MERCES,2020-04,50,499,Furto/Roubo
SANTA QUITERIA,2020-04,4,80,Violência Doméstica
BOA VISTA,2020-04,3,45,Tráfico de drogas
CIDADE INDUSTRIAL,2020-04,40,445,Estelionato
XAXIM,2020-04,72,891,Furto/Roubo
TINGUI,2020-04,4,75,Violência Doméstica
PILARZINHO,2020-04,3,34,Tráfico de drogas
BIGORRILHO,2020-04,3,33,Estelionato
BOM RETIRO,2020-04,1,22,Violência Doméstica
ABRANCHES,2020-04,2,37,Tráfico de drogas
UBERABA,2020-04,9,65,Tráfico de drogas
CAPAO DA IMBUIA,2020-04,4,44,Estelionato
BOA VISTA,2020-04,8,79,Estelionato
GANCHINHO,2020-04,12,117,Furto/Roubo
SITIO CERCADO,2020-04,32,375,Estelionato
SANTA FELICIDADE,2020-04,18,199,Estelionato
SAO BRAZ,2020-04,38,393,Furto/Roubo
SAO BRAZ,2020-04,1,20,Tráfico de drogas
VILA IZABEL,2020-04,31,362,Furto/Roubo
JARDIM DAS AMERICAS,2020-04,6,96,Violência Doméstica
CAMPO DO SANTANA,2020-04,3,27,Furto/Roubo
SANTA FELICIDADE,2020-04,6,79,Tráfico de drogas
CAXIMBA,2020-04,1,10,Furto/Roubo
HUGO LANGE,2020-04,18,240,Furto/Roubo
ALTO DA RUA XV,2020-04,3,36,Violência Doméstica
CAPAO DA IMBUIA,2020-04,2,30,Tráfico de drogas
SAO JOAO,2020-04,1,5,Furto/Roubo
AGUA VERDE,2020-04,40,251,Estelionato
TABOAO,2020-04,1,16,Estelionato
CAMPO DE SANTANA,2020-04,41,551,Furto/Roubo
GUAIRA,2020-04,35,408,Furto/Roubo
VISTA ALEGRE,2020-04,9,158,Violência Doméstica
JARDIM BOTANICO,2020-04,32,411,Furto/Roubo
JARDIM DAS AMERICAS,2020-04,42,488,Furto/Roubo
SAO FRANCISCO,2020-04,2,44,Violência Doméstica
CENTRO CIVICO,2020-04,3,38,Estelionato
ALTO DA GLORIA,2020-04,3,63,Violência Doméstica
SAO LOURENCO,2020-04,3,10,Estelionato
ORLEANS,2020-04,7,71,Violência Doméstica
CRISTO REI,2020-04,5,68,Estelionato
SAO FRANCISCO,2020-04,26,356,Furto/Roubo
LINDOIA,2020-04,1,22,Estelionato
CAPAO RASO,2020-04,79,1027,Furto/Roubo
JUVEVE,2020-04,9,111,Violência Doméstica
HAUER,2020-04,90,1077,Furto/Roubo
CASCATINHA,2020-04,1,9,Furto/Roubo
CAMPO COMPRIDO,2020-04,4,40,Tráfico de drogas
AGUA VERDE,2020-04,2,41,Violência Doméstica
ALTO BOQUEIRAO,2020-04,30,459,Violência Doméstica
BATEL,2020-04,15,155,Estelionato
JARDIM SOCIAL,2020-04,3,3,Violência Doméstica
SEMINARIO,2020-04,17,211,Furto/Roubo
CAMPINA DO SIQUEIRA,2020-04,2,33,Estelionato
VISTA ALEGRE,2020-04,9,135,Furto/Roubo
CAMPO DE SANTANA,2020-04,3,35,Tráfico de drogas
CAMPO DE SANTANA,2020-04,1,14,Estelionato
BOQUEIRAO,2020-04,7,95,Tráfico de drogas
CAPAO DA IMBUIA,2020-04,43,604,Furto/Roubo
SEMINARIO,2020-04,3,37,Estelionato
BARREIRINHA,2020-04,15,225,Violência Doméstica
AGUA VERDE,2020-04,6,103,Tráfico de drogas
CAMPO COMPRIDO,2020-04,52,681,Furto/Roubo
CAPAO RASO,2020-04,4,42,Tráfico de drogas
CAJURU,2020-04,159,1967,Furto/Roubo
CENTRO CIVICO,2020-04,27,358,Furto/Roubo
GUABIROTUBA,2020-04,35,438,Furto/Roubo
HUGO LANGE,2020-04,1,19,Violência Doméstica
CENTRO,2020-04,48,550,Estelionato
UMBARA,2020-04,23,343,Furto/Roubo
HAUER,2020-04,9,130,Estelionato
XAXIM,2020-04,4,42,Tráfico de drogas
SAO BRAZ,2020-04,21,309,Violência Doméstica
BAIRRO ALTO,2020-04,31,370,Violência Doméstica
AHU,2020-04,7,86,Violência Doméstica
SITIO CERCADO,2020-04,157,1871,Furto/Roubo
HAUER,2020-04,8,91,Violência Doméstica
BARREIRINHA,2020-04,2,30,Estelionato
BUTIATUVINHA,2020-04,1,0,Tráfico de drogas
VILA IZABEL,2020-04,2,18,Violência Doméstica
CACHOEIRA,2020-04,10,188,Furto/Roubo
CAMPINA DO SIQUEIRA,2020-04,2,37,Tráfico de drogas
PRADO VELHO,2020-04,8,98,Tráfico de drogas
MOSSUNGUE,2020-04,1,12,Estelionato
ATUBA,2020-04,25,315,Violência Doméstica
TATUQUARA,2020-04,9,100,Estelionato
FANNY,2020-04,1,9,Estelionato
SANTA CANDIDA,2020-04,4,64,Tráfico de drogas
TARUMA,2020-04,2,21,Estelionato
ABRANCHES,2020-04,11,148,Violência Doméstica
SAO FRANCISCO,2020-04,9,115,Tráfico de drogas
AUGUSTA,2020-04,3,35,Violência Doméstica
MERCES,2020-04,8,93,Estelionato
JARDIM BOTANICO,2020-04,6,32,Violência Doméstica
LINDOIA,2020-04,8,52,Violência Doméstica
ALTO BOQUEIRAO,2020-04,6,106,Tráfico de drogas
SANTA QUITERIA,2020-04,3,40,Estelionato
CAMPINA DO SIQUEIRA,2020-04,18,195,Furto/Roubo
ALTO DA GLORIA,2020-04,2,21,Estelionato
JARDIM SOCIAL,2020-04,13,147,Furto/Roubo
PAROLIN,2020-04,4,34,Violência Doméstica
TATUQUARA,2020-04,59,826,Violência Doméstica
SANTO INACIO,2020-04,6,51,Furto/Roubo
REBOUCAS,2020-04,4,62,Tráfico de drogas
JARDIM SOCIAL,2020-04,1,21,Estelionato
HUGO LANGE,2020-04,3,46,Estelionato
BACACHERI,2020-04,3,53,Violência Doméstica
CENTRO,2020-04,400,4908,Furto/Roubo
XAXIM,2020-04,34,394,Violência Doméstica
CAPAO RASO,2020-04,7,65,Estelionato
CIDADE INDUSTRIAL,2020-04,52,776,Tráfico de drogas
BACACHERI,2020-04,3,56,Tráfico de drogas
FANNY,2020-04,2,25,Tráfico de drogas
ALTO DA XV,2020-04,8,83,Furto/Roubo
PILARZINHO,2020-04,33,337,Furto/Roubo
CAPAO DA IMBUIA,2020-04,15,273,Violência Doméstica
GANCHINHO,2020-04,3,28,Tráfico de drogas
NOVO MUNDO,2020-04,91,1039,Furto/Roubo
TARUMA,2020-04,8,93,Violência Doméstica
TATUQUARA,2020-04,97,1232,Furto/Roubo
PORTAO,2020-04,14,226,Violência Doméstica
JARDIM BOTANICO,2020-04,4,50,Tráfico de drogas
PAROLIN,2020-04,3,28,Estelionato
ALTO DA RUA XV,2020-04,54,619,Furto/Roubo
JARDIM DAS AMERICAS,2020-04,9,117,Estelionato
AGUA VERDE,2020-04,171,1996,Furto/Roubo
CACHOEIRA,2020-04,10,91,Violência Doméstica
BIGORRILHO,2020-04,2,31,Tráfico de drogas
BARREIRINHA,2020-04,15,183,Furto/Roubo
CAPAO RASO,2020-04,17,246,Violência Doméstica
TARUMA,2020-04,32,409,Furto/Roubo
PINHEIRINHO,2020-04,17,189,Estelionato
CENTRO CIVICO,2020-04,7,87,Violência Doméstica
PINHEIRINHO,2020-04,34,520,Violência Doméstica
HAUER,2020-04,3,40,Tráfico de drogas
GUABIROTUBA,2020-04,5,66,Estelionato
VISTA ALEGRE,2020-04,3,48,Estelionato
NOVO MUNDO,2020-04,9,165,Tráfico de drogas
PRADO VELHO,2020-04,21,280,Furto/Roubo
PINHEIRINHO,2020-04,124,1459,Furto/Roubo
BARREIRINHA,2020-04,2,16,Tráfico de drogas
JARDIM DAS AMERICAS,2020-04,2,21,Tráfico de drogas
GANCHINHO,2020-04,3,40,Estelionato
ATUBA,2020-04,3,29,Estelionato
ORLEANS,2020-04,9,84,Furto/Roubo
BACACHERI,2020-04,37,508,Furto/Roubo
GUAIRA,2020-04,8,96,Estelionato
TINGUI,2020-04,21,292,Furto/Roubo
CRISTO REI,2020-04,7,120,Violência Doméstica
MERCES,2020-04,1,8,Tráfico de drogas
SANTA CANDIDA,2020-04,41,680,Violência Doméstica
AUGUSTA,2020-04,1,9,Furto/Roubo
PILARZINHO,2020-04,8,82,Estelionato
XAXIM,2020-04,10,128,Estelionato
LINDOIA,2020-04,1,12,Tráfico de drogas
CAMPO COMPRIDO,2020-04,19,186,Violência Doméstica
FANNY,2020-04,2,23,Violência Doméstica
CAJURU,2020-04,88,1140,Violência Doméstica
AHU,2020-04,4,68,Estelionato
BACACHERI,2020-04,14,164,Estelionato
ATUBA,2020-04,18,266,Furto/Roubo
BOQUEIRAO,2020-04,16,182,Estelionato
ABRANCHES,2020-04,13,173,Furto/Roubo
PAROLIN,2020-04,51,635,Furto/Roubo
REBOUCAS,2020-04,7,90,Estelionato
BAIRRO ALTO,2020-04,6,82,Tráfico de drogas
REBOUCAS,2020-04,105,1188,Furto/Roubo
CAMPO DE SANTANA,2020-04,26,381,Violência Doméstica
