descBairro,month_year,qtde_boletins,horaFato,tipo
BAIRRO ALTO,2020-04,52,728,Furto/Roubo
CIDADE INDUSTRIAL,2020-04,159,2315,Violência Doméstica
REBOUCAS,2020-04,3,28,Violência Doméstica
UBERABA,2020-04,55,809,Violência Doméstica
SANTA CANDIDA,2020-04,27,360,Furto/Roubo
CAMPINA DO SIQUEIRA,2020-04,8,99,Violência Doméstica
AUGUSTA,2020-04,1,4,Estelionato
ALTO BOQUEIRAO,2020-04,60,757,Furto/Roubo
BATEL,2020-04,76,898,Furto/Roubo
PRADO VELHO,2020-04,4,80,Violência Doméstica
PORTAO,2020-04,27,373,Estelionato
SANTA FELICIDADE,2020-04,17,205,Violência Doméstica
CAXIMBA,2020-04,3,31,Violência Doméstica
GUABIROTUBA,2020-04,1,18,Tráfico de drogas
TABOAO,2020-04,3,57,Furto/Roubo
CABRAL,2020-04,10,167,Violência Doméstica
PORTAO,2020-04,138,1568,Furto/Roubo
CAJURU,2020-04,14,144,Estelionato
FAZENDINHA,2020-04,19,262,Violência Doméstica
GUAIRA,2020-04,4,42,Tráfico de drogas
ALTO DA GLORIA,2020-04,41,470,Furto/Roubo
BUTIATUVINHA,2020-04,6,64,Estelionato
AHU,2020-04,28,349,Furto/Roubo
CENTRO,2020-04,25,268,Violência Doméstica
CAPAO DA IMBUIA,2020-05,2,40,Tráfico de drogas
JARDIM SOCIAL,2020-05,4,31,Estelionato
ATUBA,2020-05,23,331,Furto/Roubo
ABRANCHES,2020-05,13,172,Furto/Roubo
TABOAO,2020-05,1,22,Estelionato
CAMPO DE SANTANA,2020-05,49,601,Furto/Roubo
MOSSUNGUE,2020-05,3,36,Violência Doméstica
SAO FRANCISCO,2020-05,2,23,Violência Doméstica
ALTO DA RUA XV,2020-05,1,17,Violência Doméstica
XAXIM,2020-05,107,1350,Furto/Roubo
BIGORRILHO,2020-05,22,257,Estelionato
ALTO DA GLORIA,2020-05,45,470,Furto/Roubo
JARDIM BOTANICO,2020-05,34,391,Furto/Roubo
BOQUEIRAO,2020-05,11,130,Tráfico de drogas
TARUMA,2020-05,1,22,Tráfico de drogas
CIDADE INDUSTRIAL,2020-05,154,2204,Violência Doméstica
SANTA QUITERIA,2020-05,2,23,Tráfico de drogas
CAMPO DE SANTANA,2020-05,18,275,Violência Doméstica
PORTAO,2020-05,10,124,Estelionato
SAO LOURENCO,2020-05,2,39,Furto/Roubo
ABRANCHES,2020-05,2,22,Tráfico de drogas
SANTA FELICIDADE,2020-05,2,34,Tráfico de drogas
SITIO CERCADO,2020-05,59,509,Estelionato
SAO BRAZ,2020-05,42,458,Furto/Roubo
BAIRRO ALTO,2020-05,1,16,Tráfico de drogas
HUGO LANGE,2020-05,22,270,Furto/Roubo
VILA IZABEL,2020-05,40,494,Furto/Roubo
CASCATINHA,2020-05,2,29,Estelionato
JARDIM DAS AMERICAS,2020-05,3,28,Violência Doméstica
CAMPO DO SANTANA,2020-05,6,44,Furto/Roubo
PAROLIN,2020-05,39,577,Furto/Roubo
SANTA FELICIDADE,2020-05,14,162,Estelionato
BACACHERI,2020-05,22,245,Estelionato
CAMPO COMPRIDO,2020-05,34,371,Furto/Roubo
TINGUI,2020-05,3,31,Tráfico de drogas
HAUER,2020-05,7,89,Estelionato
SANTO INACIO,2020-05,10,127,Furto/Roubo
CRISTO REI,2020-05,72,798,Furto/Roubo
CRISTO REI,2020-05,1,1,Violência Doméstica
CAJURU,2020-05,49,485,Estelionato
BACACHERI,2020-05,14,146,Violência Doméstica
TINGUI,2020-05,13,227,Furto/Roubo
FANNY,2020-05,4,44,Estelionato
PORTAO,2020-05,181,2079,Furto/Roubo
TATUQUARA,2020-05,24,230,Estelionato
TATUQUARA,2020-05,23,250,Tráfico de drogas
CAPAO RASO,2020-05,15,166,Estelionato
SAO BRAZ,2020-05,21,341,Violência Doméstica
ATUBA,2020-05,6,60,Estelionato
CAPAO RASO,2020-05,6,95,Tráfico de drogas
CAJURU,2020-05,145,1555,Furto/Roubo
SANTO INACIO,2020-05,2,24,Estelionato
CAMPINA DO SIQUEIRA,2020-05,1,22,Violência Doméstica
SITIO CERCADO,2020-05,130,1799,Violência Doméstica
TABOAO,2020-05,1,21,Violência Doméstica
PAROLIN,2020-05,8,82,Violência Doméstica
AUGUSTA,2020-05,5,61,Furto/Roubo
ATUBA,2020-05,12,136,Violência Doméstica
CAPAO DA IMBUIA,2020-05,36,486,Furto/Roubo
CAMPO COMPRIDO,2020-05,8,119,Violência Doméstica
SANTA CANDIDA,2020-05,9,145,Tráfico de drogas
CENTRO,2020-05,19,307,Violência Doméstica
TARUMA,2020-05,2,24,Estelionato
JARDIM DAS AMERICAS,2020-05,48,590,Furto/Roubo
FAZENDINHA,2020-05,2,35,Tráfico de drogas
JARDIM SOCIAL,2020-05,13,190,Furto/Roubo
AUGUSTA,2020-05,3,55,Violência Doméstica
SAO BRAZ,2020-05,4,65,Estelionato
MERCES,2020-05,12,137,Estelionato
JARDIM BOTANICO,2020-05,8,59,Violência Doméstica
XAXIM,2020-05,30,334,Violência Doméstica
PILARZINHO,2020-05,17,166,Estelionato
ALTO BOQUEIRAO,2020-05,9,140,Tráfico de drogas
CAMPINA DO SIQUEIRA,2020-05,21,222,Furto/Roubo
FANNY,2020-05,31,319,Furto/Roubo
LINDOIA,2020-05,1,9,Tráfico de drogas
ABRANCHES,2020-05,4,43,Estelionato
CAMPINA DO SIQUEIRA,2020-05,2,32,Estelionato
CAMPO DE SANTANA,2020-05,12,141,Tráfico de drogas
PRADO VELHO,2020-05,4,63,Estelionato
ABRANCHES,2020-05,2,29,Violência Doméstica
CIC,2020-05,8,73,Furto/Roubo
AGUA VERDE,2020-05,9,117,Tráfico de drogas
CENTRO CIVICO,2020-05,9,102,Estelionato
CAPAO RASO,2020-05,13,206,Violência Doméstica
TARUMA,2020-05,12,177,Furto/Roubo
SAO JOAO,2020-05,3,20,Furto/Roubo
MERCES,2020-05,8,92,Violência Doméstica
CAXIMBA,2020-05,4,41,Furto/Roubo
PINHEIRINHO,2020-05,101,1297,Furto/Roubo
CAXIMBA,2020-05,6,99,Violência Doméstica
SITIO CERCADO,2020-05,35,437,Tráfico de drogas
GUAIRA,2020-05,6,59,Tráfico de drogas
AGUA VERDE,2020-05,30,348,Estelionato
SAO BRAZ,2020-05,7,136,Tráfico de drogas
AGUA VERDE,2020-05,161,1835,Furto/Roubo
PINHEIRINHO,2020-05,28,312,Estelionato
AGUA VERDE,2020-05,28,490,Violência Doméstica
LINDOIA,2020-05,9,158,Violência Doméstica
CENTRO CIVICO,2020-05,2,22,Violência Doméstica
VISTA ALEGRE,2020-05,12,174,Furto/Roubo
XAXIM,2020-05,3,51,Tráfico de drogas
CASCATINHA,2020-05,2,40,Violência Doméstica
CENTRO CIVICO,2020-05,30,396,Furto/Roubo
GUABIROTUBA,2020-05,40,505,Furto/Roubo
PRADO VELHO,2020-05,17,171,Furto/Roubo
SANTA QUITERIA,2020-05,3,42,Estelionato
CAMPINA DO SIQUEIRA,2020-05,1,23,Tráfico de drogas
GUABIROTUBA,2020-05,7,102,Estelionato
JUVEVE,2020-05,10,105,Estelionato
GANCHINHO,2020-05,8,110,Furto/Roubo
PRADO VELHO,2020-05,7,96,Violência Doméstica
TATUQUARA,2020-05,50,732,Violência Doméstica
HAUER,2020-05,2,41,Tráfico de drogas
ALTO DA GLORIA,2020-05,5,62,Estelionato
CENTRO,2020-05,408,4857,Furto/Roubo
GUABIROTUBA,2020-05,8,110,Tráfico de drogas
SAO FRANCISCO,2020-05,12,167,Tráfico de drogas
CACHOEIRA,2020-05,2,27,Estelionato
GUAIRA,2020-05,27,375,Furto/Roubo
FAZENDINHA,2020-05,42,492,Furto/Roubo
ALTO DA XV,2020-05,6,70,Furto/Roubo
SEMINARIO,2020-05,7,81,Estelionato
BARREIRINHA,2020-05,3,64,Tráfico de drogas
SEMINARIO,2020-05,16,210,Furto/Roubo
HAUER,2020-05,65,795,Furto/Roubo
BATEL,2020-05,11,132,Estelionato
NOVO MUNDO,2020-05,37,459,Violência Doméstica
CAJURU,2020-05,22,264,Tráfico de drogas
JARDIM SOCIAL,2020-05,4,35,Violência Doméstica
JARDIM DAS AMERICAS,2020-05,3,40,Tráfico de drogas
SAO JOAO,2020-05,1,13,Violência Doméstica
AHU,2020-05,1,17,Tráfico de drogas
ALTO BOQUEIRAO,2020-05,67,728,Furto/Roubo
CIDADE INDUSTRIAL,2020-05,35,462,Estelionato
HUGO LANGE,2020-05,5,40,Estelionato
JARDIM SOCIAL,2020-05,1,1,Tráfico de drogas
REBOUCAS,2020-05,6,50,Violência Doméstica
CIDADE INDUSTRIAL,2020-05,247,3037,Furto/Roubo
ALTO BOQUEIRAO,2020-05,30,412,Violência Doméstica
UBERABA,2020-05,59,870,Violência Doméstica
PILARZINHO,2020-05,29,361,Furto/Roubo
ALTO DA RUA XV,2020-05,57,606,Furto/Roubo
SAO FRANCISCO,2020-05,3,40,Estelionato
BUTIATUVINHA,2020-05,1,10,Estelionato
CASCATINHA,2020-05,2,15,Furto/Roubo
JUVEVE,2020-05,4,80,Violência Doméstica
PORTAO,2020-05,13,170,Violência Doméstica
JARDIM BOTANICO,2020-05,5,61,Tráfico de drogas
AHU,2020-05,14,156,Furto/Roubo
CAMPO DE SANTANA,2020-05,8,80,Estelionato
HUGO LANGE,2020-05,3,48,Violência Doméstica
BOA VISTA,2020-05,17,169,Estelionato
UBERABA,2020-05,20,245,Tráfico de drogas
CRISTO REI,2020-05,7,93,Estelionato
SAO FRANCISCO,2020-05,36,482,Furto/Roubo
GANCHINHO,2020-05,1,2,Tráfico de drogas
LINDOIA,2020-05,2,32,Estelionato
CAPAO RASO,2020-05,99,1262,Furto/Roubo
CAPAO DA IMBUIA,2020-05,9,147,Violência Doméstica
TATUQUARA,2020-05,98,1191,Furto/Roubo
AHU,2020-05,3,40,Violência Doméstica
REBOUCAS,2020-05,103,1124,Furto/Roubo
BARREIRINHA,2020-05,10,109,Estelionato
VISTA ALEGRE,2020-05,3,24,Estelionato
BOA VISTA,2020-05,12,164,Violência Doméstica
FANNY,2020-05,3,37,Tráfico de drogas
GANCHINHO,2020-05,22,251,Violência Doméstica
FAZENDINHA,2020-05,24,361,Violência Doméstica
GUABIROTUBA,2020-05,5,73,Violência Doméstica
CACHOEIRA,2020-05,7,92,Furto/Roubo
MOSSUNGUE,2020-05,17,242,Furto/Roubo
CENTRO,2020-05,58,847,Tráfico de drogas
SANTA FELICIDADE,2020-05,17,264,Violência Doméstica
VILA IZABEL,2020-05,3,66,Violência Doméstica
FAZENDINHA,2020-05,13,152,Estelionato
BOQUEIRAO,2020-05,38,473,Violência Doméstica
XAXIM,2020-05,26,287,Estelionato
BOA VISTA,2020-05,6,68,Tráfico de drogas
SANTA FELICIDADE,2020-05,37,503,Furto/Roubo
ALTO BOQUEIRAO,2020-05,17,230,Estelionato
MERCES,2020-05,53,637,Furto/Roubo
BARREIRINHA,2020-05,28,401,Furto/Roubo
ALTO DA RUA XV,2020-05,1,14,Tráfico de drogas
GANCHINHO,2020-05,9,79,Estelionato
ORLEANS,2020-05,1,23,Tráfico de drogas
ORLEANS,2020-05,1,16,Estelionato
CABRAL,2020-05,3,43,Estelionato
BUTIATUVINHA,2020-05,13,133,Furto/Roubo
SANTO INACIO,2020-05,5,97,Violência Doméstica
RIVIERA,2020-05,1,0,Furto/Roubo
FANNY,2020-05,4,47,Violência Doméstica
JUVEVE,2020-05,49,532,Furto/Roubo
GUAIRA,2020-05,6,94,Violência Doméstica
NOVO MUNDO,2020-05,19,231,Estelionato
PORTAO,2020-05,4,64,Tráfico de drogas
JARDIM BOTANICO,2020-05,4,39,Estelionato
BOA VISTA,2020-05,55,700,Furto/Roubo
BOM RETIRO,2020-05,10,119,Furto/Roubo
ATUBA,2020-05,3,39,Tráfico de drogas
CAPAO DA IMBUIA,2020-05,16,184,Estelionato
PINHEIRINHO,2020-05,32,479,Violência Doméstica
UMBARA,2020-05,28,358,Violência Doméstica
BACACHERI,2020-05,1,19,Tráfico de drogas
TINGUI,2020-05,5,57,Estelionato
BARREIRINHA,2020-05,7,68,Violência Doméstica
UMBARA,2020-05,8,59,Estelionato
MOSSUNGUE,2020-05,2,35,Tráfico de drogas
CAJURU,2020-05,60,849,Violência Doméstica
SANTA CANDIDA,2020-05,15,162,Estelionato
CABRAL,2020-05,8,97,Violência Doméstica
SANTA CANDIDA,2020-05,44,513,Furto/Roubo
UBERABA,2020-05,109,1319,Furto/Roubo
SANTA QUITERIA,2020-05,6,76,Violência Doméstica
HAUER,2020-05,14,156,Violência Doméstica
PAROLIN,2020-05,7,126,Tráfico de drogas
TARUMA,2020-05,4,61,Violência Doméstica
TINGUI,2020-05,7,100,Violência Doméstica
TABOAO,2020-05,1,11,Furto/Roubo
BIGORRILHO,2020-05,1,15,Violência Doméstica
UBERABA,2020-05,15,173,Estelionato
BAIRRO ALTO,2020-05,43,632,Violência Doméstica
ALTO DA RUA XV,2020-05,4,57,Estelionato
ORLEANS,2020-05,8,87,Furto/Roubo
NOVO MUNDO,2020-05,4,87,Tráfico de drogas
PAROLIN,2020-05,2,25,Estelionato
UMBARA,2020-05,31,431,Furto/Roubo
BUTIATUVINHA,2020-05,15,175,Violência Doméstica
SANTA QUITERIA,2020-05,32,391,Furto/Roubo
BATEL,2020-05,2,46,Violência Doméstica
BOQUEIRAO,2020-05,165,1885,Furto/Roubo
VISTA ALEGRE,2020-05,1,12,Violência Doméstica
BOQUEIRAO,2020-05,41,465,Estelionato
PINHEIRINHO,2020-05,16,264,Tráfico de drogas
CENTRO,2020-05,47,528,Estelionato
CIDADE INDUSTRIAL,2020-05,63,888,Tráfico de drogas
BAIRRO ALTO,2020-05,51,646,Furto/Roubo
CENTRO CIVICO,2020-05,2,32,Tráfico de drogas
BACACHERI,2020-05,34,438,Furto/Roubo
GUAIRA,2020-05,4,44,Estelionato
LINDOIA,2020-05,16,182,Furto/Roubo
JARDIM DAS AMERICAS,2020-05,7,93,Estelionato
SANTA CANDIDA,2020-05,51,672,Violência Doméstica
NOVO MUNDO,2020-05,85,1056,Furto/Roubo
BAIRRO ALTO,2020-05,16,212,Estelionato
BATEL,2020-05,61,850,Furto/Roubo
BIGORRILHO,2020-05,1,16,Tráfico de drogas
CAXIMBA,2020-05,1,10,Estelionato
BOM RETIRO,2020-05,1,15,Estelionato
SITIO CERCADO,2020-05,224,2827,Furto/Roubo
MOSSUNGUE,2020-05,5,58,Estelionato
CABRAL,2020-05,43,592,Furto/Roubo
BIGORRILHO,2020-05,54,705,Furto/Roubo
CACHOEIRA,2020-05,21,245,Violência Doméstica
PILARZINHO,2020-05,17,281,Violência Doméstica
REBOUCAS,2020-05,10,123,Estelionato
AHU,2020-05,3,21,Estelionato
PILARZINHO,2020-05,1,5,Tráfico de drogas
PRADO VELHO,2020-05,2,34,Tráfico de drogas
CAMPO COMPRIDO,2020-05,17,219,Estelionato
VISTA ALEGRE,2020-06,11,115,Estelionato
SAO FRANCISCO,2020-06,11,169,Tráfico de drogas
JUVEVE,2020-06,15,188,Estelionato
CENTRO,2020-06,416,4838,Furto/Roubo
HAUER,2020-06,3,43,Tráfico de drogas
MERCES,2020-06,41,473,Furto/Roubo
GUABIROTUBA,2020-06,38,376,Furto/Roubo
CENTRO,2020-06,114,1053,Estelionato
SAO JOAO,2020-06,5,26,Furto/Roubo
LINDOIA,2020-06,6,120,Violência Doméstica
SAO LOURENCO,2020-06,1,18,Violência Doméstica
ALTO DA RUA XV,2020-06,49,583,Furto/Roubo
GUAIRA,2020-06,32,395,Furto/Roubo
ALTO DA GLORIA,2020-06,12,127,Estelionato
UBERABA,2020-06,29,379,Estelionato
AGUA VERDE,2020-06,19,264,Violência Doméstica
SAO LOURENCO,2020-06,4,47,Estelionato
GUAIRA,2020-06,9,114,Estelionato
CACHOEIRA,2020-06,7,106,Violência Doméstica
AGUA VERDE,2020-06,143,1629,Furto/Roubo
PORTAO,2020-06,16,203,Violência Doméstica
SAO BRAZ,2020-06,4,48,Tráfico de drogas
AGUA VERDE,2020-06,62,740,Estelionato
TATUQUARA,2020-06,54,740,Violência Doméstica
BOM RETIRO,2020-06,11,129,Furto/Roubo
LINDOIA,2020-06,11,106,Furto/Roubo
GUABIROTUBA,2020-06,5,59,Violência Doméstica
CAXIMBA,2020-06,1,8,Furto/Roubo
CENTRO CIVICO,2020-06,3,55,Tráfico de drogas
CAPAO RASO,2020-06,13,116,Violência Doméstica
BOA VISTA,2020-06,27,335,Violência Doméstica
CENTRO CIVICO,2020-06,15,213,Estelionato
AGUA VERDE,2020-06,12,146,Tráfico de drogas
UMBARA,2020-06,25,383,Violência Doméstica
PRADO VELHO,2020-06,5,71,Estelionato
ABRANCHES,2020-06,16,194,Violência Doméstica
PINHEIRINHO,2020-06,32,476,Violência Doméstica
PINHEIRINHO,2020-06,42,501,Estelionato
PINHEIRINHO,2020-06,87,1120,Furto/Roubo
ATUBA,2020-06,1,17,Tráfico de drogas
ORLEANS,2020-06,11,125,Estelionato
GUABIROTUBA,2020-06,6,49,Estelionato
UMBARA,2020-06,10,105,Estelionato
BARREIRINHA,2020-06,9,127,Furto/Roubo
CENTRO,2020-06,42,707,Violência Doméstica
BIGORRILHO,2020-06,58,650,Furto/Roubo
BIGORRILHO,2020-06,38,396,Estelionato
BAIRRO ALTO,2020-06,33,391,Estelionato
ABRANCHES,2020-06,1,11,Tráfico de drogas
MOSSUNGUE,2020-06,17,239,Furto/Roubo
TARUMA,2020-06,1,2,Tráfico de drogas
BATEL,2020-06,56,744,Furto/Roubo
JARDIM DAS AMERICAS,2020-06,14,164,Estelionato
BOQUEIRAO,2020-06,54,813,Violência Doméstica
CIDADE INDUSTRIAL,2020-06,219,2591,Furto/Roubo
SANTA FELICIDADE,2020-06,23,269,Violência Doméstica
ALTO BOQUEIRAO,2020-06,42,637,Furto/Roubo
CAJURU,2020-06,21,267,Tráfico de drogas
NOVO MUNDO,2020-06,27,327,Violência Doméstica
FAZENDINHA,2020-06,30,345,Violência Doméstica
PORTAO,2020-06,56,645,Estelionato
UBERABA,2020-06,66,733,Violência Doméstica
JARDIM SOCIAL,2020-06,6,96,Estelionato
TABOAO,2020-06,2,40,Violência Doméstica
SAO MIGUEL,2020-06,3,44,Furto/Roubo
CAPAO RASO,2020-06,33,387,Estelionato
BUTIATUVINHA,2020-06,8,122,Violência Doméstica
TATUQUARA,2020-06,41,430,Tráfico de drogas
CIDADE INDUSTRIAL,2020-06,50,672,Tráfico de drogas
CAJURU,2020-06,77,830,Estelionato
CRISTO REI,2020-06,79,879,Furto/Roubo
XAXIM,2020-06,96,1131,Furto/Roubo
VILA IZABEL,2020-06,11,147,Estelionato
PORTAO,2020-06,118,1468,Furto/Roubo
TABOAO,2020-06,3,42,Furto/Roubo
FANNY,2020-06,28,348,Furto/Roubo
SAO BRAZ,2020-06,17,206,Estelionato
PAROLIN,2020-06,14,197,Tráfico de drogas
CAMPO COMPRIDO,2020-06,31,392,Estelionato
SAO LOURENCO,2020-06,9,153,Furto/Roubo
BARREIRINHA,2020-06,3,52,Tráfico de drogas
AUGUSTA,2020-06,1,12,Estelionato
UBERABA,2020-06,24,327,Tráfico de drogas
SITIO CERCADO,2020-06,91,1301,Violência Doméstica
UBERABA,2020-06,93,1140,Furto/Roubo
PRADO VELHO,2020-06,7,114,Violência Doméstica
PINHEIRINHO,2020-06,11,121,Tráfico de drogas
GANCHINHO,2020-06,16,173,Furto/Roubo
VISTA ALEGRE,2020-06,12,83,Furto/Roubo
BUTIATUVINHA,2020-06,1,21,Tráfico de drogas
CENTRO CIVICO,2020-06,46,605,Furto/Roubo
GUABIROTUBA,2020-06,3,26,Tráfico de drogas
FAZENDINHA,2020-06,24,303,Estelionato
HUGO LANGE,2020-06,4,53,Estelionato
ALTO DA GLORIA,2020-06,39,404,Furto/Roubo
NOVO MUNDO,2020-06,6,101,Tráfico de drogas
XAXIM,2020-06,4,56,Tráfico de drogas
PILARZINHO,2020-06,2,32,Tráfico de drogas
SAO JOAO,2020-06,2,33,Estelionato
SANTA QUITERIA,2020-06,10,126,Estelionato
SANTA CANDIDA,2020-06,32,410,Furto/Roubo
SEMINARIO,2020-06,1,17,Violência Doméstica
UMBARA,2020-06,2,30,Tráfico de drogas
BOA VISTA,2020-06,33,464,Furto/Roubo
AHU,2020-06,22,350,Furto/Roubo
GANCHINHO,2020-06,6,68,Violência Doméstica
SAO FRANCISCO,2020-06,8,97,Estelionato
JARDIM BOTANICO,2020-06,10,145,Estelionato
FAZENDINHA,2020-06,45,466,Furto/Roubo
CACHOEIRA,2020-06,5,63,Estelionato
CABRAL,2020-06,8,102,Violência Doméstica
SANTA FELICIDADE,2020-06,38,444,Furto/Roubo
GUAIRA,2020-06,8,101,Tráfico de drogas
CAXIMBA,2020-06,5,40,Violência Doméstica
CIDADE INDUSTRIAL,2020-06,79,961,Estelionato
SITIO CERCADO,2020-06,34,515,Tráfico de drogas
TARUMA,2020-06,5,95,Violência Doméstica
CAXIMBA,2020-06,1,9,Estelionato
MERCES,2020-06,4,46,Violência Doméstica
VISTA ALEGRE,2020-06,3,50,Violência Doméstica
TARUMA,2020-06,30,406,Furto/Roubo
PRADO VELHO,2020-06,18,234,Furto/Roubo
CASCATINHA,2020-06,2,23,Furto/Roubo
BIGORRILHO,2020-06,11,126,Violência Doméstica
BUTIATUVINHA,2020-06,5,51,Estelionato
JUVEVE,2020-06,36,471,Furto/Roubo
SAO FRANCISCO,2020-06,8,134,Violência Doméstica
AUGUSTA,2020-06,1,21,Furto/Roubo
ALTO DA RUA XV,2020-06,5,62,Violência Doméstica
RIVIERA,2020-06,2,17,Furto/Roubo
ABRANCHES,2020-06,19,242,Furto/Roubo
HAUER,2020-06,18,233,Estelionato
PAROLIN,2020-06,10,112,Estelionato
ATUBA,2020-06,12,133,Estelionato
NOVO MUNDO,2020-06,34,445,Estelionato
SANTA FELICIDADE,2020-06,4,74,Tráfico de drogas
SANTO INACIO,2020-06,8,101,Estelionato
TINGUI,2020-06,11,157,Estelionato
PAROLIN,2020-06,6,119,Violência Doméstica
CAMPO DO SANTANA,2020-06,1,20,Furto/Roubo
PAROLIN,2020-06,39,530,Furto/Roubo
JARDIM DAS AMERICAS,2020-06,6,55,Violência Doméstica
CAMPO DE SANTANA,2020-06,27,409,Violência Doméstica
XAXIM,2020-06,35,386,Estelionato
ALTO DA RUA XV,2020-06,14,180,Estelionato
REBOUCAS,2020-06,20,226,Estelionato
SITIO CERCADO,2020-06,82,751,Estelionato
SANTA FELICIDADE,2020-06,34,396,Estelionato
SANTA CANDIDA,2020-06,24,291,Estelionato
BAIRRO ALTO,2020-06,5,74,Tráfico de drogas
CABRAL,2020-06,29,288,Furto/Roubo
SANTO INACIO,2020-06,3,48,Furto/Roubo
SANTO INACIO,2020-06,7,128,Violência Doméstica
HUGO LANGE,2020-06,9,131,Furto/Roubo
REBOUCAS,2020-06,7,67,Tráfico de drogas
VILA IZABEL,2020-06,25,275,Furto/Roubo
SAO BRAZ,2020-06,19,149,Furto/Roubo
ALTO BOQUEIRAO,2020-06,10,155,Tráfico de drogas
JARDIM SOCIAL,2020-06,9,62,Furto/Roubo
CAMPO DE SANTANA,2020-06,44,493,Furto/Roubo
SANTA CANDIDA,2020-06,8,100,Tráfico de drogas
CABRAL,2020-06,21,246,Estelionato
SANTA CANDIDA,2020-06,50,749,Violência Doméstica
AHU,2020-06,11,116,Estelionato
PILARZINHO,2020-06,17,219,Estelionato
TARUMA,2020-06,13,162,Estelionato
BATEL,2020-06,2,21,Tráfico de drogas
FAZENDINHA,2020-06,7,78,Tráfico de drogas
CACHOEIRA,2020-06,4,75,Furto/Roubo
VILA IZABEL,2020-06,3,48,Violência Doméstica
AUGUSTA,2020-06,1,21,Violência Doméstica
MERCES,2020-06,34,381,Estelionato
XAXIM,2020-06,33,468,Violência Doméstica
JARDIM BOTANICO,2020-06,6,63,Violência Doméstica
JARDIM DAS AMERICAS,2020-06,54,701,Furto/Roubo
MOSSUNGUE,2020-06,19,235,Estelionato
CAJURU,2020-06,91,1381,Violência Doméstica
CAMPO COMPRIDO,2020-06,41,473,Furto/Roubo
SITIO CERCADO,2020-06,196,2222,Furto/Roubo
BACACHERI,2020-06,3,47,Tráfico de drogas
TABOAO,2020-06,3,21,Estelionato
CAPAO DA IMBUIA,2020-06,27,272,Estelionato
ATUBA,2020-06,25,331,Furto/Roubo
CAPAO DA IMBUIA,2020-06,5,70,Tráfico de drogas
CAMPINA DO SIQUEIRA,2020-06,16,247,Furto/Roubo
BARREIRINHA,2020-06,13,166,Estelionato
HAUER,2020-06,17,213,Violência Doméstica
BARREIRINHA,2020-06,12,194,Violência Doméstica
JARDIM BOTANICO,2020-06,49,544,Furto/Roubo
BACACHERI,2020-06,37,462,Estelionato
CAMPO COMPRIDO,2020-06,24,291,Violência Doméstica
ATUBA,2020-06,13,144,Violência Doméstica
REBOUCAS,2020-06,114,1287,Furto/Roubo
CIDADE INDUSTRIAL,2020-06,160,2147,Violência Doméstica
ALTO DA GLORIA,2020-06,4,35,Violência Doméstica
BATEL,2020-06,6,84,Violência Doméstica
SAO FRANCISCO,2020-06,39,471,Furto/Roubo
BOQUEIRAO,2020-06,76,816,Estelionato
CAPAO DA IMBUIA,2020-06,16,263,Violência Doméstica
TINGUI,2020-06,8,109,Violência Doméstica
CAPAO RASO,2020-06,73,960,Furto/Roubo
ALTO DA RUA XV,2020-06,2,38,Tráfico de drogas
CRISTO REI,2020-06,25,267,Estelionato
NOVO MUNDO,2020-06,63,798,Furto/Roubo
PILARZINHO,2020-06,30,406,Furto/Roubo
CENTRO,2020-06,61,846,Tráfico de drogas
ALTO BOQUEIRAO,2020-06,40,550,Violência Doméstica
SAO BRAZ,2020-06,11,160,Violência Doméstica
TATUQUARA,2020-06,34,377,Estelionato
BAIRRO ALTO,2020-06,55,677,Furto/Roubo
LINDOIA,2020-06,2,25,Estelionato
FANNY,2020-06,2,23,Tráfico de drogas
CAJURU,2020-06,150,1575,Furto/Roubo
UMBARA,2020-06,30,385,Furto/Roubo
JUVEVE,2020-06,3,36,Violência Doméstica
ALTO BOQUEIRAO,2020-06,37,468,Estelionato
BOQUEIRAO,2020-06,131,1747,Furto/Roubo
CAMPINA DO SIQUEIRA,2020-06,2,44,Violência Doméstica
JARDIM BOTANICO,2020-06,3,37,Tráfico de drogas
SANTA QUITERIA,2020-06,25,263,Furto/Roubo
BOM RETIRO,2020-06,9,102,Estelionato
ORLEANS,2020-06,9,121,Furto/Roubo
TATUQUARA,2020-06,102,1232,Furto/Roubo
BOA VISTA,2020-06,36,418,Estelionato
CAMPINA DO SIQUEIRA,2020-06,10,115,Estelionato
CAPAO RASO,2020-06,4,67,Tráfico de drogas
GANCHINHO,2020-06,2,19,Tráfico de drogas
ORLEANS,2020-06,1,15,Violência Doméstica
AHU,2020-06,9,93,Violência Doméstica
SEMINARIO,2020-06,9,112,Estelionato
LINDOIA,2020-06,2,22,Tráfico de drogas
SANTA QUITERIA,2020-06,1,16,Tráfico de drogas
REBOUCAS,2020-06,7,112,Violência Doméstica
BACACHERI,2020-06,15,202,Violência Doméstica
CAMPO DE SANTANA,2020-06,6,69,Tráfico de drogas
BOA VISTA,2020-06,3,23,Tráfico de drogas
GUAIRA,2020-06,18,257,Violência Doméstica
ABRANCHES,2020-06,8,71,Estelionato
BACACHERI,2020-06,46,675,Furto/Roubo
CAPAO DA IMBUIA,2020-06,37,340,Furto/Roubo
JARDIM DAS AMERICAS,2020-06,1,15,Tráfico de drogas
PORTAO,2020-06,2,33,Tráfico de drogas
BOQUEIRAO,2020-06,16,229,Tráfico de drogas
CRISTO REI,2020-06,7,75,Violência Doméstica
