,OCORRENCIA_DATA_SEM_HORARIO,OCORRENCIAS_ATENDIDAS
1432,2012-12-03,42
1433,2012-12-04,48
1434,2012-12-05,43
1435,2012-12-06,43
1436,2012-12-07,74
1437,2012-12-08,125
1438,2012-12-09,50
1439,2012-12-10,45
1440,2012-12-11,58
1441,2012-12-12,62
1442,2012-12-13,50
1443,2012-12-14,64
1444,2012-12-15,64
1445,2012-12-16,73
1446,2012-12-17,46
1447,2012-12-18,56
1448,2012-12-19,52
1449,2012-12-20,60
1450,2012-12-21,40
1451,2012-12-22,51
1452,2012-12-23,56
1453,2012-12-24,43
1454,2012-12-25,37
1455,2012-12-26,37
1456,2012-12-27,43
1457,2012-12-28,52
1458,2012-12-29,46
1459,2012-12-30,38
1460,2012-12-31,45
1461,2013-01-01,17
1462,2013-01-02,33
1463,2013-01-03,36
1464,2013-01-04,60
1465,2013-01-05,51
1466,2013-01-06,73
1467,2013-01-07,47
1468,2013-01-08,56
1469,2013-01-09,51
1470,2013-01-10,44
1471,2013-01-11,53
1472,2013-01-12,62
1473,2013-01-13,56
1474,2013-01-14,42
1475,2013-01-15,51
1476,2013-01-16,57
1477,2013-01-17,56
1478,2013-01-18,55
1479,2013-01-19,70
1480,2013-01-20,76
1481,2013-01-21,54
1482,2013-01-22,21
1483,2013-01-23,47
1484,2013-01-24,55
1485,2013-01-25,65
1486,2013-01-26,74
1487,2013-01-27,77
1488,2013-01-28,36
1489,2013-01-29,55
1490,2013-01-30,58
1491,2013-01-31,61
1492,2013-02-01,71
1493,2013-02-02,85
1494,2013-02-03,76
1495,2013-02-04,53
1496,2013-02-05,62
1497,2013-02-06,56
1498,2013-02-07,52
1499,2013-02-08,52
1500,2013-02-09,36
1501,2013-02-10,60
1502,2013-02-11,50
1503,2013-02-12,73
1504,2013-02-13,53
1505,2013-02-14,67
1506,2013-02-15,60
1507,2013-02-16,98
1508,2013-02-17,85
1509,2013-02-18,54
1510,2013-02-19,42
1511,2013-02-20,80
1512,2013-02-21,63
1513,2013-02-22,88
1514,2013-02-23,78
1515,2013-02-24,95
1516,2013-02-25,46
1517,2013-02-26,60
1518,2013-02-27,73
1519,2013-02-28,68
1520,2013-03-01,84
1521,2013-03-02,90
1522,2013-03-03,82
1523,2013-03-04,56
1524,2013-03-05,58
1525,2013-03-06,65
1526,2013-03-07,63
1527,2013-03-08,65
1528,2013-03-09,84
1529,2013-03-10,88
1530,2013-03-11,64
1531,2013-03-12,57
1532,2013-03-13,66
1533,2013-03-14,56
1534,2013-03-15,55
1535,2013-03-16,82
1536,2013-03-17,76
1537,2013-03-18,33
1538,2013-03-19,53
1539,2013-03-20,57
1540,2013-03-21,72
1541,2013-03-22,81
1542,2013-03-23,96
1543,2013-03-24,59
1544,2013-03-25,57
1545,2013-03-26,68
1546,2013-03-27,61
1547,2013-03-28,68
1548,2013-03-29,86
1549,2013-03-30,75
1550,2013-03-31,63
1551,2013-04-01,71
1552,2013-04-02,53
1553,2013-04-03,61
1554,2013-04-04,65
1555,2013-04-05,66
1556,2013-04-06,98
1557,2013-04-07,86
1558,2013-04-08,59
1559,2013-04-09,60
1560,2013-04-10,59
1561,2013-04-11,88
1562,2013-04-12,72
1563,2013-04-13,82
1564,2013-04-14,94
1565,2013-04-15,74
1566,2013-04-16,80
1567,2013-04-17,66
1568,2013-04-18,53
1569,2013-04-19,91
1570,2013-04-20,91
1571,2013-04-21,77
1572,2013-04-22,48
1573,2013-04-23,65
1574,2013-04-24,65
1575,2013-04-25,61
1576,2013-04-26,69
1577,2013-04-27,90
1578,2013-04-28,91
1579,2013-04-29,68
1580,2013-04-30,80
1581,2013-05-01,90
1582,2013-05-02,79
1583,2013-05-03,88
1584,2013-05-04,91
1585,2013-05-05,67
1586,2013-05-06,64
1587,2013-05-07,63
1588,2013-05-08,50
1589,2013-05-09,75
1590,2013-05-10,73
1591,2013-05-11,82
1592,2013-05-12,70
1593,2013-05-13,79
1594,2013-05-14,93
1595,2013-05-15,60
1596,2013-05-16,82
1597,2013-05-17,93
1598,2013-05-18,77
1599,2013-05-19,79
1600,2013-05-20,80
1601,2013-05-21,74
1602,2013-05-22,47
1603,2013-05-23,91
1604,2013-05-24,83
1605,2013-05-25,99
1606,2013-05-26,88
1607,2013-05-27,92
1608,2013-05-28,62
1609,2013-05-29,70
1610,2013-05-30,96
1611,2013-05-31,76
1612,2013-06-01,75
1613,2013-06-02,67
1614,2013-06-03,60
1615,2013-06-04,82
1616,2013-06-05,71
1617,2013-06-06,71
1618,2013-06-07,85
1619,2013-06-08,75
1620,2013-06-09,80
1621,2013-06-10,63
1622,2013-06-11,69
1623,2013-06-12,82
1624,2013-06-13,63
1625,2013-06-14,77
1626,2013-06-15,68
1627,2013-06-16,44
1628,2013-06-17,58
1629,2013-06-18,87
1630,2013-06-19,68
1631,2013-06-20,38
1632,2013-06-21,70
1633,2013-06-22,73
1634,2013-06-23,81
1635,2013-06-24,42
1636,2013-06-25,53
1637,2013-06-26,76
1638,2013-06-27,41
1639,2013-06-28,76
1640,2013-06-29,83
1641,2013-06-30,52
1642,2013-07-01,40
1643,2013-07-02,55
1644,2013-07-03,62
1645,2013-07-04,77
1646,2013-07-05,65
1647,2013-07-06,78
1648,2013-07-07,73
1649,2013-07-08,57
1650,2013-07-09,63
1651,2013-07-10,63
1652,2013-07-11,63
1653,2013-07-12,60
1654,2013-07-13,63
1655,2013-07-14,57
1656,2013-07-15,35
1657,2013-07-16,53
1658,2013-07-17,65
1659,2013-07-18,51
1660,2013-07-19,40
1661,2013-07-20,63
1662,2013-07-21,96
1663,2013-07-22,42
1664,2013-07-23,38
1665,2013-07-24,51
1666,2013-07-25,45
1667,2013-07-26,94
1668,2013-07-27,69
1669,2013-07-28,70
1670,2013-07-29,58
1671,2013-07-30,59
1672,2013-07-31,60
1673,2013-08-01,69
1674,2013-08-02,69
1675,2013-08-03,94
1676,2013-08-04,79
1677,2013-08-05,66
1678,2013-08-06,61
1679,2013-08-07,74
1680,2013-08-08,83
1681,2013-08-09,74
1682,2013-08-10,76
1683,2013-08-11,79
1684,2013-08-12,60
1685,2013-08-13,66
1686,2013-08-14,40
1687,2013-08-15,52
1688,2013-08-16,66
1689,2013-08-17,59
1690,2013-08-18,80
1691,2013-08-19,60
1692,2013-08-20,54
1693,2013-08-21,74
1694,2013-08-22,63
1695,2013-08-23,78
1696,2013-08-24,91
1697,2013-08-25,68
1698,2013-08-26,40
1699,2013-08-27,48
1700,2013-08-28,61
1701,2013-08-29,51
1702,2013-08-30,79
1703,2013-08-31,80
1704,2013-09-01,55
1705,2013-09-02,56
1706,2013-09-03,73
1707,2013-09-04,69
1708,2013-09-05,89
1709,2013-09-06,76
1710,2013-09-07,71
1711,2013-09-08,83
1712,2013-09-09,71
1713,2013-09-10,59
1714,2013-09-11,68
1715,2013-09-12,55
1716,2013-09-13,58
1717,2013-09-14,83
1718,2013-09-15,75
1719,2013-09-16,36
1720,2013-09-17,61
1721,2013-09-18,51
1722,2013-09-19,62
1723,2013-09-20,65
1724,2013-09-21,68
1725,2013-09-22,43
1726,2013-09-23,67
1727,2013-09-24,50
1728,2013-09-25,57
1729,2013-09-26,67
1730,2013-09-27,73
1731,2013-09-28,82
1732,2013-09-29,67
1733,2013-09-30,81
1734,2013-10-01,66
1735,2013-10-02,57
1736,2013-10-03,61
1737,2013-10-04,88
1738,2013-10-05,103
1739,2013-10-06,77
1740,2013-10-07,68
1741,2013-10-08,69
1742,2013-10-09,60
1743,2013-10-10,59
1744,2013-10-11,62
1745,2013-10-12,81
1746,2013-10-13,70
1747,2013-10-14,50
1748,2013-10-15,53
1749,2013-10-16,39
1750,2013-10-17,70
1751,2013-10-18,68
1752,2013-10-19,107
1753,2013-10-20,82
1754,2013-10-21,267
1755,2013-10-22,77
1756,2013-10-23,72
1757,2013-10-24,79
1758,2013-10-25,70
1759,2013-10-26,72
1760,2013-10-27,91
1761,2013-10-28,53
1762,2013-10-29,78
1763,2013-10-30,63
1764,2013-10-31,72
1765,2013-11-01,53
1766,2013-11-02,90
1767,2013-11-03,70
1768,2013-11-04,58
1769,2013-11-05,63
1770,2013-11-06,59
1771,2013-11-07,68
1772,2013-11-08,73
1773,2013-11-09,74
1774,2013-11-10,93
1775,2013-11-11,49
1776,2013-11-12,73
1777,2013-11-13,55
1778,2013-11-14,60
1779,2013-11-15,63
1780,2013-11-16,56
1781,2013-11-17,54
1782,2013-11-18,63
1783,2013-11-19,74
1784,2013-11-20,51
1785,2013-11-21,59
1786,2013-11-22,52
1787,2013-11-23,70
1788,2013-11-24,75
1789,2013-11-25,36
1790,2013-11-26,51
1791,2013-11-27,52
1792,2013-11-28,49
1793,2013-11-29,46
1794,2013-11-30,89
1795,2013-12-01,87
1796,2013-12-02,49
1797,2013-12-03,53
1798,2013-12-04,55
1799,2013-12-05,144
1800,2013-12-06,90
1801,2013-12-07,69
1802,2013-12-08,85
1803,2013-12-09,63
1804,2013-12-10,56
1805,2013-12-11,74
1806,2013-12-12,75
1807,2013-12-13,57
1808,2013-12-14,68
1809,2013-12-15,70
1810,2013-12-16,69
1811,2013-12-17,79
1812,2013-12-18,60
1813,2013-12-19,61
1814,2013-12-20,59
1815,2013-12-21,63
1816,2013-12-22,59
1817,2013-12-23,62
1818,2013-12-24,54
1819,2013-12-25,58
1820,2013-12-26,64
1821,2013-12-27,59
1822,2013-12-28,45
1823,2013-12-29,54
1824,2013-12-30,50
1825,2013-12-31,38
1826,2014-01-01,48
1827,2014-01-02,64
1828,2014-01-03,59
1829,2014-01-04,63
1830,2014-01-05,87
1831,2014-01-06,55
1832,2014-01-07,53
1833,2014-01-08,66
1834,2014-01-09,75
1835,2014-01-10,69
1836,2014-01-11,67
1837,2014-01-12,85
1838,2014-01-13,54
1839,2014-01-14,70
1840,2014-01-15,53
1841,2014-01-16,84
1842,2014-01-17,75
1843,2014-01-18,68
1844,2014-01-19,56
1845,2014-01-20,72
1846,2014-01-21,61
1847,2014-01-22,62
1848,2014-01-23,89
1849,2014-01-24,59
1850,2014-01-25,102
1851,2014-01-26,84
1852,2014-01-27,65
1853,2014-01-28,69
1854,2014-01-29,69
1855,2014-01-30,79
1856,2014-01-31,86
1857,2014-02-01,81
1858,2014-02-02,77
1859,2014-02-03,65
1860,2014-02-04,65
1861,2014-02-05,71
1862,2014-02-06,73
1863,2014-02-07,70
1864,2014-02-08,84
1865,2014-02-09,95
1866,2014-02-10,85
1867,2014-02-11,63
1868,2014-02-12,54
1869,2014-02-13,61
1870,2014-02-14,63
1871,2014-02-15,69
1872,2014-02-16,69
1873,2014-02-17,45
1874,2014-02-18,58
1875,2014-02-19,82
1876,2014-02-20,81
1877,2014-02-21,91
1878,2014-02-22,81
1879,2014-02-23,100
1880,2014-02-24,67
1881,2014-02-25,78
1882,2014-02-26,69
1883,2014-02-27,83
1884,2014-02-28,69
1885,2014-03-01,82
1886,2014-03-02,94
1887,2014-03-03,64
1888,2014-03-04,65
1889,2014-03-05,63
1890,2014-03-06,88
1891,2014-03-07,70
1892,2014-03-08,100
1893,2014-03-09,137
1894,2014-03-10,71
1895,2014-03-11,87
1896,2014-03-12,58
1897,2014-03-13,79
1898,2014-03-14,100
1899,2014-03-15,83
1900,2014-03-16,116
1901,2014-03-17,85
1902,2014-03-18,71
1903,2014-03-19,69
1904,2014-03-20,47
1905,2014-03-21,70
1906,2014-03-22,99
1907,2014-03-23,82
1908,2014-03-24,62
1909,2014-03-25,68
1910,2014-03-26,66
1911,2014-03-27,57
1912,2014-03-28,76
1913,2014-03-29,99
1914,2014-03-30,68
1915,2014-03-31,43
1916,2014-04-01,71
1917,2014-04-02,67
1918,2014-04-03,74
1919,2014-04-04,64
1920,2014-04-05,79
1921,2014-04-06,93
1922,2014-04-07,53
1923,2014-04-08,64
1924,2014-04-09,45
1925,2014-04-10,68
1926,2014-04-11,63
1927,2014-04-12,89
1928,2014-04-13,95
1929,2014-04-14,58
1930,2014-04-15,47
1931,2014-04-16,68
1932,2014-04-17,60
1933,2014-04-18,81
1934,2014-04-19,98
1935,2014-04-20,64
1936,2014-04-21,77
1937,2014-04-22,70
1938,2014-04-23,59
1939,2014-04-24,69
1940,2014-04-25,58
1941,2014-04-26,96
1942,2014-04-27,78
1943,2014-04-28,66
1944,2014-04-29,71
1945,2014-04-30,71
1946,2014-05-01,90
1947,2014-05-02,88
1948,2014-05-03,97
1949,2014-05-04,86
1950,2014-05-05,53
1951,2014-05-06,70
1952,2014-05-07,80
1953,2014-05-08,71
1954,2014-05-09,75
1955,2014-05-10,87
1956,2014-05-11,55
1957,2014-05-12,77
1958,2014-05-13,65
1959,2014-05-14,77
1960,2014-05-15,67
1961,2014-05-16,83
1962,2014-05-17,85
1963,2014-05-18,74
1964,2014-05-19,74
1965,2014-05-20,78
1966,2014-05-21,88
1967,2014-05-22,66
1968,2014-05-23,64
1969,2014-05-24,62
1970,2014-05-25,46
1971,2014-05-26,68
1972,2014-05-27,63
1973,2014-05-28,72
1974,2014-05-29,63
1975,2014-05-30,65
1976,2014-05-31,63
1977,2014-06-01,72
1978,2014-06-02,66
1979,2014-06-03,70
1980,2014-06-04,64
1981,2014-06-05,51
1982,2014-06-06,60
1983,2014-06-07,79
1984,2014-06-08,71
1985,2014-06-09,74
1986,2014-06-10,66
1987,2014-06-11,78
1988,2014-06-12,65
1989,2014-06-13,69
1990,2014-06-14,103
1991,2014-06-15,77
1992,2014-06-16,38
1993,2014-06-17,70
1994,2014-06-18,45
1995,2014-06-19,47
1996,2014-06-20,61
1997,2014-06-21,69
1998,2014-06-22,79
1999,2014-06-23,56
2000,2014-06-24,62
2001,2014-06-25,59
2002,2014-06-26,74
2003,2014-06-27,62
2004,2014-06-28,68
2005,2014-06-29,66
2006,2014-06-30,42
2007,2014-07-01,61
2008,2014-07-02,82
2009,2014-07-03,69
2010,2014-07-04,68
2011,2014-07-05,75
2012,2014-07-06,90
2013,2014-07-07,53
2014,2014-07-08,67
2015,2014-07-09,67
2016,2014-07-10,71
2017,2014-07-11,51
2018,2014-07-12,70
2019,2014-07-13,68
2020,2014-07-14,52
2021,2014-07-15,61
2022,2014-07-16,72
2023,2014-07-17,45
2024,2014-07-18,67
2025,2014-07-19,76
2026,2014-07-20,83
2027,2014-07-21,62
2028,2014-07-22,52
2029,2014-07-23,64
2030,2014-07-24,47
2031,2014-07-25,68
2032,2014-07-26,59
2033,2014-07-27,64
2034,2014-07-28,51
2035,2014-07-29,58
2036,2014-07-30,61
2037,2014-07-31,60
2038,2014-08-01,63
2039,2014-08-02,79
2040,2014-08-03,88
2041,2014-08-04,58
2042,2014-08-05,54
2043,2014-08-06,61
2044,2014-08-07,62
2045,2014-08-08,73
2046,2014-08-09,81
2047,2014-08-10,73
2048,2014-08-11,59
2049,2014-08-12,75
2050,2014-08-13,54
2051,2014-08-14,65
2052,2014-08-15,79
2053,2014-08-16,70
2054,2014-08-17,80
2055,2014-08-18,71
2056,2014-08-19,85
2057,2014-08-20,55
2058,2014-08-21,64
2059,2014-08-22,66
2060,2014-08-23,100
2061,2014-08-24,112
2062,2014-08-25,74
2063,2014-08-26,65
2064,2014-08-27,81
2065,2014-08-28,47
2066,2014-08-29,83
2067,2014-08-30,85
2068,2014-08-31,47
2069,2014-09-01,68
2070,2014-09-02,75
2071,2014-09-03,67
2072,2014-09-04,67
2073,2014-09-05,52
2074,2014-09-06,77
2075,2014-09-07,64
2076,2014-09-08,82
2077,2014-09-09,74
2078,2014-09-10,100
2079,2014-09-11,71
2080,2014-09-12,65
2081,2014-09-13,95
2082,2014-09-14,95
2083,2014-09-15,54
2084,2014-09-16,68
2085,2014-09-17,52
2086,2014-09-18,77
2087,2014-09-19,42
2088,2014-09-20,61
2089,2014-09-21,75
2090,2014-09-22,61
2091,2014-09-23,69
2092,2014-09-24,42
2093,2014-09-25,67
2094,2014-09-26,79
2095,2014-09-27,60
2096,2014-09-28,53
2097,2014-09-29,37
2098,2014-09-30,74
2099,2014-10-01,69
2100,2014-10-02,66
2101,2014-10-03,39
2102,2014-10-04,57
2103,2014-10-05,44
2104,2014-10-06,66
2105,2014-10-07,58
2106,2014-10-08,70
2107,2014-10-09,62
2108,2014-10-10,89
2109,2014-10-11,91
2110,2014-10-12,72
2111,2014-10-13,80
2112,2014-10-14,92
2113,2014-10-15,59
2114,2014-10-16,72
2115,2014-10-17,70
2116,2014-10-18,95
2117,2014-10-19,70
2118,2014-10-20,74
2119,2014-10-21,50
2120,2014-10-22,51
2121,2014-10-23,63
2122,2014-10-24,82
2123,2014-10-25,76
2124,2014-10-26,72
2125,2014-10-27,59
2126,2014-10-28,58
2127,2014-10-29,70
2128,2014-10-30,62
2129,2014-10-31,77
2130,2014-11-01,79
2131,2014-11-02,80
2132,2014-11-03,72
2133,2014-11-04,55
2134,2014-11-05,73
2135,2014-11-06,52
2136,2014-11-07,56
2137,2014-11-08,56
2138,2014-11-09,86
2139,2014-11-10,54
2140,2014-11-11,68
2141,2014-11-12,57
2142,2014-11-13,76
2143,2014-11-14,49
2144,2014-11-15,71
2145,2014-11-16,64
2146,2014-11-17,52
2147,2014-11-18,51
2148,2014-11-19,62
2149,2014-11-20,50
2150,2014-11-21,75
2151,2014-11-22,87
2152,2014-11-23,64
2153,2014-11-24,53
2154,2014-11-25,73
2155,2014-11-26,61
2156,2014-11-27,58
2157,2014-11-28,62
2158,2014-11-29,88
2159,2014-11-30,82
2160,2014-12-01,57
2161,2014-12-02,66
2162,2014-12-03,63
2163,2014-12-04,46
2164,2014-12-05,93
2165,2014-12-06,88
2166,2014-12-07,83
2167,2014-12-08,50
2168,2014-12-09,48
2169,2014-12-10,55
2170,2014-12-11,75
2171,2014-12-12,70
2172,2014-12-13,83
2173,2014-12-14,72
2174,2014-12-15,64
2175,2014-12-16,60
2176,2014-12-17,61
2177,2014-12-18,67
2178,2014-12-19,74
2179,2014-12-20,92
2180,2014-12-21,76
2181,2014-12-22,55
2182,2014-12-23,53
2183,2014-12-24,48
2184,2014-12-25,41
2185,2014-12-26,53
2186,2014-12-27,72
2187,2014-12-28,64
2188,2014-12-29,70
2189,2014-12-30,48
2190,2014-12-31,64
2191,2015-01-01,54
2192,2015-01-02,46
2193,2015-01-03,57
2194,2015-01-04,71
2195,2015-01-05,67
2196,2015-01-06,60
2197,2015-01-07,67
2198,2015-01-08,71
2199,2015-01-09,69
2200,2015-01-10,78
2201,2015-01-11,87
2202,2015-01-12,54
2203,2015-01-13,54
2204,2015-01-14,63
2205,2015-01-15,63
2206,2015-01-16,70
2207,2015-01-17,76
2208,2015-01-18,77
2209,2015-01-19,64
2210,2015-01-20,67
2211,2015-01-21,66
2212,2015-01-22,74
2213,2015-01-23,66
2214,2015-01-24,74
2215,2015-01-25,92
2216,2015-01-26,42
2217,2015-01-27,51
2218,2015-01-28,56
2219,2015-01-29,77
2220,2015-01-30,62
2221,2015-01-31,84
2222,2015-02-01,99
2223,2015-02-02,55
2224,2015-02-03,60
2225,2015-02-04,67
2226,2015-02-05,64
2227,2015-02-06,75
2228,2015-02-07,71
2229,2015-02-08,78
2230,2015-02-09,57
2231,2015-02-10,57
2232,2015-02-11,46
2233,2015-02-12,63
2234,2015-02-13,63
2235,2015-02-14,55
2236,2015-02-15,56
2237,2015-02-16,55
2238,2015-02-17,47
2239,2015-02-18,66
2240,2015-02-19,67
2241,2015-02-20,65
2242,2015-02-21,72
2243,2015-02-22,88
2244,2015-02-23,65
2245,2015-02-24,48
2246,2015-02-25,62
2247,2015-02-26,76
2248,2015-02-27,68
2249,2015-02-28,93
2250,2015-03-01,67
2251,2015-03-02,70
2252,2015-03-03,49
2253,2015-03-04,73
2254,2015-03-05,56
2255,2015-03-06,55
2256,2015-03-07,86
2257,2015-03-08,82
2258,2015-03-09,52
2259,2015-03-10,60
2260,2015-03-11,63
2261,2015-03-12,64
2262,2015-03-13,63
2263,2015-03-14,96
2264,2015-03-15,84
2265,2015-03-16,55
2266,2015-03-17,64
2267,2015-03-18,76
2268,2015-03-19,81
2269,2015-03-20,83
2270,2015-03-21,76
2271,2015-03-22,71
2272,2015-03-23,66
2273,2015-03-24,88
2274,2015-03-25,83
2275,2015-03-26,60
2276,2015-03-27,56
2277,2015-03-28,75
2278,2015-03-29,72
2279,2015-03-30,58
2280,2015-03-31,76
2281,2015-04-01,83
2282,2015-04-02,68
2283,2015-04-03,71
2284,2015-04-04,79
2285,2015-04-05,87
2286,2015-04-06,53
2287,2015-04-07,69
2288,2015-04-08,60
2289,2015-04-09,62
2290,2015-04-10,63
2291,2015-04-11,81
2292,2015-04-12,76
2293,2015-04-13,66
2294,2015-04-14,43
2295,2015-04-15,71
2296,2015-04-16,78
2297,2015-04-17,57
2298,2015-04-18,95
2299,2015-04-19,82
2300,2015-04-20,59
2301,2015-04-21,75
2302,2015-04-22,46
2303,2015-04-23,68
2304,2015-04-24,84
2305,2015-04-25,102
2306,2015-04-26,79
2307,2015-04-27,52
2308,2015-04-28,73
2309,2015-04-29,71
2310,2015-04-30,93
2311,2015-05-01,85
2312,2015-05-02,68
2313,2015-05-03,92
2314,2015-05-04,54
2315,2015-05-05,70
2316,2015-05-06,80
2317,2015-05-07,69
2318,2015-05-08,55
2319,2015-05-09,79
2320,2015-05-10,53
2321,2015-05-11,68
2322,2015-05-12,44
2323,2015-05-13,65
2324,2015-05-14,75
2325,2015-05-15,78
2326,2015-05-16,102
2327,2015-05-17,87
2328,2015-05-18,75
2329,2015-05-19,87
2330,2015-05-20,85
2331,2015-05-21,78
2332,2015-05-22,84
2333,2015-05-23,111
2334,2015-05-24,114
2335,2015-05-25,64
2336,2015-05-26,58
2337,2015-05-27,48
2338,2015-05-28,68
2339,2015-05-29,71
2340,2015-05-30,82
2341,2015-05-31,92
2342,2015-06-01,55
2343,2015-06-02,61
2344,2015-06-03,74
2345,2015-06-04,82
2346,2015-06-05,72
2347,2015-06-06,60
2348,2015-06-07,82
2349,2015-06-08,61
2350,2015-06-09,55
2351,2015-06-10,68
2352,2015-06-11,53
2353,2015-06-12,40
2354,2015-06-13,74
2355,2015-06-14,80
2356,2015-06-15,69
2357,2015-06-16,62
2358,2015-06-17,92
2359,2015-06-18,61
2360,2015-06-19,59
2361,2015-06-20,87
2362,2015-06-21,77
2363,2015-06-22,60
2364,2015-06-23,83
2365,2015-06-24,72
2366,2015-06-25,60
2367,2015-06-26,82
2368,2015-06-27,84
2369,2015-06-28,92
2370,2015-06-29,55
2371,2015-06-30,65
2372,2015-07-01,55
2373,2015-07-02,64
2374,2015-07-03,71
2375,2015-07-04,79
2376,2015-07-05,64
2377,2015-07-06,61
2378,2015-07-07,53
2379,2015-07-08,51
2380,2015-07-09,61
2381,2015-07-10,69
2382,2015-07-11,67
2383,2015-07-12,68
2384,2015-07-13,80
2385,2015-07-14,76
2386,2015-07-15,59
2387,2015-07-16,72
2388,2015-07-17,61
2389,2015-07-18,92
2390,2015-07-19,92
2391,2015-07-20,61
2392,2015-07-21,67
2393,2015-07-22,62
2394,2015-07-23,74
2395,2015-07-24,57
2396,2015-07-25,69
2397,2015-07-26,86
2398,2015-07-27,57
2399,2015-07-28,85
2400,2015-07-29,77
2401,2015-07-30,77
2402,2015-07-31,90
2403,2015-08-01,82
2404,2015-08-02,114
2405,2015-08-03,72
2406,2015-08-04,88
2407,2015-08-05,75
2408,2015-08-06,74
2409,2015-08-07,98
2410,2015-08-08,84
2411,2015-08-09,100
2412,2015-08-10,59
2413,2015-08-11,64
2414,2015-08-12,85
2415,2015-08-13,98
2416,2015-08-14,92
2417,2015-08-15,113
2418,2015-08-16,102
2419,2015-08-17,50
2420,2015-08-18,78
2421,2015-08-19,73
2422,2015-08-20,59
2423,2015-08-21,65
2424,2015-08-22,84
2425,2015-08-23,90
2426,2015-08-24,47
2427,2015-08-25,71
2428,2015-08-26,61
2429,2015-08-27,94
2430,2015-08-28,83
2431,2015-08-29,97
2432,2015-08-30,111
2433,2015-08-31,77
2434,2015-09-01,55
2435,2015-09-02,73
2436,2015-09-03,45
2437,2015-09-04,83
2438,2015-09-05,89
2439,2015-09-06,86
2440,2015-09-07,70
2441,2015-09-08,42
2442,2015-09-09,73
2443,2015-09-10,70
2444,2015-09-11,69
2445,2015-09-12,89
2446,2015-09-13,100
2447,2015-09-14,69
2448,2015-09-15,77
2449,2015-09-16,86
2450,2015-09-17,100
2451,2015-09-18,91
2452,2015-09-19,68
2453,2015-09-20,87
2454,2015-09-21,66
2455,2015-09-22,80
2456,2015-09-23,73
2457,2015-09-24,93
2458,2015-09-25,74
2459,2015-09-26,94
2460,2015-09-27,70
2461,2015-09-28,67
2462,2015-09-29,51
2463,2015-09-30,64
2464,2015-10-01,59
2465,2015-10-02,75
2466,2015-10-03,80
2467,2015-10-04,98
2468,2015-10-05,72
2469,2015-10-06,73
2470,2015-10-07,69
2471,2015-10-08,82
2472,2015-10-09,62
2473,2015-10-10,79
2474,2015-10-11,65
2475,2015-10-12,51
2476,2015-10-13,78
2477,2015-10-14,74
2478,2015-10-15,71
2479,2015-10-16,76
2480,2015-10-17,79
2481,2015-10-18,60
2482,2015-10-19,22
2483,2015-10-20,83
2484,2015-10-21,90
2485,2015-10-22,95
2486,2015-10-23,66
2487,2015-10-24,76
2488,2015-10-25,67
2489,2015-10-26,72
2490,2015-10-27,65
2491,2015-10-28,66
2492,2015-10-29,80
2493,2015-10-30,71
2494,2015-10-31,64
2495,2015-11-01,63
2496,2015-11-02,65
2497,2015-11-03,55
2498,2015-11-04,55
2499,2015-11-05,50
2500,2015-11-06,58
2501,2015-11-07,63
2502,2015-11-08,47
2503,2015-11-09,50
2504,2015-11-10,50
2505,2015-11-11,65
2506,2015-11-12,71
2507,2015-11-13,56
2508,2015-11-14,61
2509,2015-11-15,77
2510,2015-11-16,72
2511,2015-11-17,65
2512,2015-11-18,78
2513,2015-11-19,84
2514,2015-11-20,54
2515,2015-11-21,65
2516,2015-11-22,67
2517,2015-11-23,68
2518,2015-11-24,48
2519,2015-11-25,49
2520,2015-11-26,78
2521,2015-11-27,62
2522,2015-11-28,78
2523,2015-11-29,75
2524,2015-11-30,41
2525,2015-12-01,54
2526,2015-12-02,69
2527,2015-12-03,49
2528,2015-12-04,63
2529,2015-12-05,72
2530,2015-12-06,38
2531,2015-12-07,44
2532,2015-12-08,62
2533,2015-12-09,64
2534,2015-12-10,61
2535,2015-12-11,80
2536,2015-12-12,76
2537,2015-12-13,77
2538,2015-12-14,52
2539,2015-12-15,57
2540,2015-12-16,70
2541,2015-12-17,68
2542,2015-12-18,90
2543,2015-12-19,50
2544,2015-12-20,55
2545,2015-12-21,63
2546,2015-12-22,63
2547,2015-12-23,70
2548,2015-12-24,53
2549,2015-12-25,68
2550,2015-12-26,34
2551,2015-12-27,61
2552,2015-12-28,49
2553,2015-12-29,58
2554,2015-12-30,62
2555,2015-12-31,45
2556,2016-01-01,56
2557,2016-01-02,54
2558,2016-01-03,58
2559,2016-01-04,43
2560,2016-01-05,52
2561,2016-01-06,73
2562,2016-01-07,57
2563,2016-01-08,73
2564,2016-01-09,46
2565,2016-01-10,55
2566,2016-01-11,57
2567,2016-01-12,58
2568,2016-01-13,58
2569,2016-01-14,58
2570,2016-01-15,61
2571,2016-01-16,61
2572,2016-01-17,77
2573,2016-01-18,60
2574,2016-01-19,53
2575,2016-01-20,52
2576,2016-01-21,69
2577,2016-01-22,58
2578,2016-01-23,45
2579,2016-01-24,75
2580,2016-01-25,65
2581,2016-01-26,78
2582,2016-01-27,50
2583,2016-01-28,60
2584,2016-01-29,86
2585,2016-01-30,72
2586,2016-01-31,72
2587,2016-02-01,53
2588,2016-02-02,53
2589,2016-02-03,70
2590,2016-02-04,77
2591,2016-02-05,76
2592,2016-02-06,50
2593,2016-02-07,62
2594,2016-02-08,64
